lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
roar,roar,,n.|v.,울부짖음 / 으르렁거리다,The lion roared loudly in the forest.,사자가 숲속에서 크게 으르렁거렸다.,normal,,,FALSE
roast,roast,,adj.|n.|v.,구운 / 굽다,She roasted chicken for dinner.,그녀는 저녁으로 닭을 구웠다.,normal,,,FALSE
rod,rod,,n.,막대기 / 낚싯대,He held a fishing rod by the river.,그는 강가에서 낚싯대를 들고 있었다.,normal,,,FALSE
rot,rot,,n.|v.,썩음 / 썩다,The old wood began to rot in the rain.,낡은 나무가 빗속에서 썩기 시작했다.,normal,,,FALSE
rumor,rumor,rumour,n.|v.,소문 / 소문을 퍼뜨리다,There is a rumor that she is moving away.,그녀가 이사를 간다는 소문이 있다.,normal,,,FALSE
sack,sack,,n.|v.,자루 / 해고하다,He was sacked from his job last week.,그는 지난주에 직장에서 해고되었다.,polysemy_split,(해고하다),sack,FALSE
sack,sack,,n.|v.,자루,She carried potatoes in a big sack.,그녀는 큰 자루에 감자를 담아 날랐다.,polysemy_split,(자루),sack,FALSE
sacred,sacred,,adj.,신성한 / 거룩한,This place is sacred to many people.,이곳은 많은 사람들에게 신성한 장소이다.,normal,,,FALSE
sacrifice,sacrifice,,n.|v.,희생 / 희생하다,She sacrificed her time for her children.,그녀는 아이들을 위해 자신의 시간을 희생했다.,normal,,,FALSE
scandal,scandal,,n.,스캔들 / 추문,The scandal shocked everyone in town.,그 추문은 마을의 모든 사람을 충격에 빠뜨렸다.,normal,,,FALSE
scarce,scarce,,adj.,부족한 / 드문,Clean water is scarce in that village.,그 마을에서는 깨끗한 물이 부족하다.,normal,,,FALSE
scatter,scatter,,v.,흩뿌리다 / 흩어지다,The wind scattered the leaves everywhere.,바람이 낙엽을 사방으로 흩뿌렸다.,normal,,,FALSE
scramble,scramble,,n.|v.,기어오르다 / 뒤섞다,The kids scrambled up the small hill.,아이들이 작은 언덕 위로 기어올랐다.,normal,,,FALSE
screw,screw,,n.|v.,나사 / 나사로 조이다,He screwed the shelf tightly to the wall.,그는 선반을 벽에 단단히 나사로 고정했다.,normal,,,FALSE
sculpt,sculpt,,v.,조각하다,She sculpted a bird from clay.,그녀는 점토로 새를 조각했다.,normal,,,FALSE
seize,seize,,v.,붙잡다 / 빼앗다,He seized her hand before she fell.,그는 그녀가 넘어지기 전에 손을 붙잡았다.,normal,,,FALSE
sensation,sensation,,n.,느낌 / 센세이션,She felt a warm sensation on her face.,그녀는 얼굴에 따뜻한 느낌을 받았다.,normal,,,FALSE
sentiment,sentiment,,n.,감정 / 정서,He shared his true sentiments with her.,그는 그녀에게 자신의 진심 어린 감정을 털어놓았다.,normal,,,FALSE
simulate,simulate,,v.,모의 실험하다 / 흉내 내다,The program simulates real weather conditions.,그 프로그램은 실제 날씨 상황을 모의 실험한다.,normal,,,FALSE
simultaneous,simultaneous,,adj.,동시의,We heard a simultaneous clap of thunder.,우리는 동시에 천둥소리를 들었다.,normal,,,FALSE
sin,sin,,n.|v.,죄 / 죄를 짓다,He felt sorry for the sin he had done.,그는 자신이 저지른 죄에 대해 미안함을 느꼈다.,normal,,,FALSE
skip,skip,,n.|v.,건너뛰다 / 깡충깡충 뛰다,She skipped breakfast and felt hungry.,그녀는 아침을 건너뛰어서 배가 고팠다.,normal,,,FALSE
slim,slim,,adj.|v.,날씬한 / 날씬해지다,She looks very slim after her diet.,그녀는 다이어트 후 매우 날씬해 보인다.,normal,,,FALSE
sneak,sneak,,adj.|n.|v.,몰래 움직이다 / 살금살금 가다,The boy sneaked out of the house at night.,남자아이는 밤에 집에서 몰래 빠져나갔다.,normal,,,FALSE
soak,soak,,n.|v.,담그다 / 흠뻑 젖다,She soaked the beans in water overnight.,그녀는 콩을 밤새 물에 담가 두었다.,normal,,,FALSE
sociology,sociology,,n.,사회학,She studies sociology at university.,그녀는 대학에서 사회학을 공부한다.,normal,,,FALSE
sole,sole,,adj.|n.|v.,유일한 / 발바닥,She is the sole child in the family.,그녀는 가족 중 유일한 자녀이다.,polysemy_split,(유일한),sole,FALSE
sole,sole,,adj.|n.|v.,발바닥 / 신발 밑창,The sole of her shoe wore out quickly.,그녀의 신발 밑창이 빨리 닳아버렸다.,polysemy_split,(밑창),sole,FALSE
sophisticate,sophisticate,,v.,세련되게 하다 / 복잡하게 만들다,Travel can sophisticate a person's taste.,여행은 사람의 취향을 세련되게 만들 수 있다.,normal,,,FALSE
span,span,,n.|v.,기간 / 걸쳐 있다,Her career spanned over thirty years.,그녀의 경력은 30년 이상에 걸쳐 있었다.,normal,,,FALSE
spark,spark,,n.|v.,불꽃 / 불러일으키다,The campfire sent sparks into the sky.,모닥불이 하늘로 불꽃을 튀겼다.,normal,,,FALSE
spectacle,spectacle,,n.,장관 / 볼거리,The fireworks were a beautiful spectacle.,불꽃놀이는 아름다운 장관이었다.,normal,,,FALSE
spectrum,spectrum,,n.,스펙트럼 / 범위,Light passes through a prism and shows a spectrum.,빛이 프리즘을 통과하면 스펙트럼이 나타난다.,normal,,,FALSE
sphere,sphere,,n.,구 / 영역,The earth is shaped like a sphere.,지구는 구 모양이다.,normal,,,FALSE
spill,spill,,n.|v.,흘리다 / 쏟다,She spilled coffee on her white shirt.,그녀는 흰 셔츠에 커피를 쏟았다.,normal,,,FALSE
spit,spit,,n.|v.,침을 뱉다 / 침,He spit the seed out of his mouth.,그는 씨앗을 입 밖으로 뱉었다.,normal,,,FALSE
splash,splash,,n.|v.,물을 튀기다 / 첨벙 소리,The kids splashed water at each other.,아이들이 서로에게 물을 튀겼다.,normal,,,FALSE
spouse,spouse,,n.,배우자,She introduced her spouse to the family.,그녀는 가족에게 배우자를 소개했다.,normal,,,FALSE
squeeze,squeeze,,n.|v.,짜다 / 꽉 쥐다,She squeezed the lemon over the fish.,그녀는 생선 위에 레몬을 짰다.,normal,,,FALSE
stack,stack,,n.|v.,쌓다 / 무더기,He stacked the books on the table.,그는 책상 위에 책을 쌓았다.,normal,,,FALSE
starve,starve,,v.,굶다 / 굶주리다,The children were starving after the long walk.,아이들은 오랜 걷기 후에 배가 몹시 고팠다.,normal,,,FALSE
stitch,stitch,,n.|v.,바느질하다 / 한 땀,She stitched the torn dress by hand.,그녀는 찢어진 원피스를 손으로 바느질했다.,normal,,,FALSE
stripe,stripe,,n.|v.,줄무늬 / 줄무늬를 넣다,The cat has black and white stripes.,그 고양이는 흑백 줄무늬가 있다.,normal,,,FALSE
subjective,subjective,,adj.,주관적인,Beauty is a subjective feeling for everyone.,아름다움은 모든 사람에게 주관적인 느낌이다.,normal,,,FALSE
submarine,submarine,,adj.|n.,잠수함 / 해저의,The submarine went deep under the sea.,잠수함이 바다 깊이 들어갔다.,normal,,,FALSE
submission,submission,,n.,제출 / 복종,She handed in her submission before the deadline.,그녀는 마감 전에 제출물을 냈다.,normal,,,FALSE
subscribe,subscribe,,v.,구독하다 / 신청하다,She subscribed to a cooking channel online.,그녀는 온라인에서 요리 채널을 구독했다.,normal,,,FALSE
subtle,subtle,,adj.,미묘한 / 은은한,There is a subtle smell of flowers in the room.,방 안에 꽃의 은은한 향기가 난다.,normal,,,FALSE
suburb,suburb,,n.,교외 / 변두리,They moved to a quiet suburb last year.,그들은 작년에 조용한 교외로 이사했다.,normal,,,FALSE
suck,suck,,n.|v.,빨다 / 흡입하다,The baby sucked milk from the bottle.,아기가 젖병에서 우유를 빨았다.,normal,,,FALSE
suffice,suffice,,v.,충분하다,One bowl of soup will suffice for her.,국 한 그릇이면 그녀에게 충분할 것이다.,normal,,,FALSE
suicide,suicide,,n.,자살,The town set up a helpline to prevent suicide.,그 마을은 자살을 예방하기 위해 상담 전화를 만들었다.,normal,,,FALSE
suite,suite,,n.,스위트룸 / 한 세트,They stayed in a suite at the hotel.,그들은 호텔 스위트룸에서 묵었다.,normal,,,FALSE
summit,summit,,n.,정상 / 정상 회담,He reached the summit of the mountain.,그는 산의 정상에 도달했다.,normal,,,FALSE
superb,superb,,adj.,훌륭한 / 최고의,The meal she cooked was simply superb.,그녀가 요리한 식사는 정말 훌륭했다.,normal,,,FALSE
superior,superior,,adj.|n.,우수한 / 상사,Her work was superior to everyone else's.,그녀의 작업은 다른 모든 사람의 것보다 우수했다.,normal,,,FALSE
supervise,supervise,,v.,감독하다 / 지도하다,She supervised the children at the playground.,그녀는 놀이터에서 아이들을 감독했다.,normal,,,FALSE
surrender,surrender,,n.|v.,항복하다 / 포기하다,He finally surrendered after the long fight.,그는 긴 싸움 끝에 마침내 항복했다.,normal,,,FALSE
sweat,sweat,,n.|v.,땀 / 땀을 흘리다,He was sweating after the long walk.,그는 오랜 걷기 후에 땀을 흘리고 있었다.,normal,,,FALSE
swell,swell,,adj.|n.|v.,부풀다 / 붓다,My feet swell in hot weather.,더운 날씨에 발이 부어요.,polysemy_split,(붓다),swell,FALSE
swell,swell,,adj.|n.|v.,훌륭한,She is a swell teacher.,그녀는 훌륭한 선생님이에요.,polysemy_split,(훌륭한),swell,FALSE
swift,swift,,adj.,빠른,The swift bird flew away.,빠른 새가 날아갔어요.,normal,,,FALSE
symphony,symphony,,n.,교향곡,She plays in a symphony.,그녀는 교향악단에서 연주해요.,normal,,,FALSE
tag,tag,,n.|v.,꼬리표 / 태그하다,She put a tag on the bag.,그녀는 가방에 꼬리표를 붙였어요.,normal,,,FALSE
tease,tease,,n.|v.,놀리다,He teases his little sister.,그는 여동생을 놀려요.,normal,,,FALSE
telegraph,telegraph,,n.|v.,전보 / 전보를 치다,He sent a telegraph to his father.,그는 아버지에게 전보를 보냈어요.,normal,,,FALSE
temple,temple,,n.,사원 / 관자놀이,We visited an old temple.,우리는 오래된 사원을 방문했어요.,normal,,,FALSE
tempt,tempt,,v.,유혹하다,The cake tempts me every day.,케이크가 매일 저를 유혹해요.,normal,,,FALSE
tenant,tenant,,n.,세입자,The tenant pays rent each month.,세입자는 매달 집세를 내요.,normal,,,FALSE
terminal,terminal,,adj.|n.,터미널 / 말기의,We met at the airport terminal.,우리는 공항 터미널에서 만났어요.,normal,,,FALSE
terminate,terminate,,v.,끝내다 / 종료하다,The contract will terminate next month.,계약이 다음 달에 끝나요.,normal,,,FALSE
terrace,terrace,,n.|v.,테라스,We eat on the terrace.,우리는 테라스에서 식사해요.,normal,,,FALSE
terrific,terrific,,adj.,훌륭한 / 멋진,She did a terrific job.,그녀는 정말 잘했어요.,normal,,,FALSE
terror,terror,,n.,공포,He felt terror in the dark.,그는 어둠 속에서 공포를 느꼈어요.,normal,,,FALSE
thorough,thorough,,adj.,철저한,She is a thorough worker.,그녀는 철저하게 일해요.,normal,,,FALSE
thread,thread,,n.|v.,실 / 실을 꿰다,She threads a needle carefully.,그녀는 조심히 바늘에 실을 꿰어요.,normal,,,FALSE
thrill,thrill,,n.|v.,짜릿함 / 흥분시키다,The movie gave me a thrill.,그 영화가 저를 짜릿하게 했어요.,normal,,,FALSE
thumb,thumb,,n.|v.,엄지손가락,He hurt his thumb.,그는 엄지손가락을 다쳤어요.,normal,,,FALSE
tick,tick,,n.|v.,체크 표시 / 진드기,Please put a tick in the box.,칸에 체크 표시를 해주세요.,normal,,,FALSE
tidy,tidy,,adj.|v.,깔끔한 / 정리하다,She tidied her room after school.,그녀는 학교 후에 방을 정리했어요.,normal,,,FALSE
timber,timber,,n.,목재,He built the house with timber.,그는 목재로 집을 지었어요.,normal,,,FALSE
torture,torture,,n.|v.,고문 / 고통,The long wait was torture.,긴 기다림은 고통이었어요.,normal,,,FALSE
toss,toss,,n.|v.,던지다,He tossed the ball to me.,그가 저에게 공을 던졌어요.,normal,,,FALSE
toxic,toxic,,adj.,독성의 / 유해한,This plant is toxic to cats.,이 식물은 고양이에게 유해해요.,normal,,,FALSE
tragic,tragic,,adj.,비극적인,The story has a tragic ending.,그 이야기는 비극적인 결말이에요.,normal,,,FALSE
transact,transact,,v.,거래하다,We transacted business online.,우리는 온라인으로 거래했어요.,normal,,,FALSE
transmit,transmit,,v.,전달하다 / 전송하다,He transmitted the message quickly.,그는 메시지를 빠르게 전달했어요.,normal,,,FALSE
treasure,treasure,,n.|v.,보물 / 소중히 여기다,I treasure this old photo.,저는 이 오래된 사진을 소중히 여겨요.,normal,,,FALSE
treaty,treaty,,n.,조약 / 협약,The two countries signed a treaty.,두 나라가 조약을 맺었어요.,normal,,,FALSE
tremendous,tremendous,,adj.,엄청난,She made a tremendous effort.,그녀는 엄청난 노력을 했어요.,normal,,,FALSE
tribe,tribe,,n.,부족,The tribe lives near the river.,그 부족은 강 근처에 살아요.,normal,,,FALSE
trim,trim,,adj.|n.|v.,다듬다 / 자르다,He trimmed his beard.,그는 수염을 다듬었어요.,polysemy_split,(다듬다),trim,FALSE
trim,trim,,adj.|n.|v.,날씬한 / 잘 정돈된,She has a trim figure.,그녀는 날씬한 몸매예요.,polysemy_split,(날씬한),trim,FALSE
triumph,triumph,,n.|v.,승리 / 이겨내다,She triumphed over her illness.,그녀는 병을 이겨냈어요.,normal,,,FALSE
turnover,turnover,,n.,이직률 / 매출액,The store has high turnover.,그 가게는 매출이 높아요.,normal,,,FALSE
ultimate,ultimate,,adj.|n.,궁극의 / 최고의,This is my ultimate goal.,이것이 저의 궁극적인 목표예요.,normal,,,FALSE
unaware,unaware,,adj.,모르는 / 인식하지 못하는,She was unaware of the problem.,그녀는 문제를 알지 못했어요.,normal,,,FALSE
undermine,undermine,,v.,약화시키다 / 무너뜨리다,Stress can undermine your health.,스트레스는 건강을 약화시킬 수 있어요.,normal,,,FALSE
unify,unify,,v.,통합하다 / 하나로 합치다,Music can unify people.,음악은 사람들을 하나로 합칠 수 있어요.,normal,,,FALSE
unprecedented,unprecedented,,adj.,전례 없는,It was an unprecedented event.,그것은 전례 없는 사건이었어요.,normal,,,FALSE
urgent,urgent,,adj.,긴급한,I got an urgent call from my son.,아들에게서 긴급 전화가 왔어요.,normal,,,FALSE
utilize,utilize,utilise,v.,활용하다,She utilizes her free time well.,그녀는 자유 시간을 잘 활용해요.,normal,,,FALSE
utter,utter,,adj.|v.,완전한 / 말하다,She did not utter a word.,그녀는 한 마디도 하지 않았어요.,normal,,,FALSE
vacate,vacate,,v.,비우다 / 떠나다,Please vacate the room by noon.,정오까지 방을 비워주세요.,normal,,,FALSE
vaccine,vaccine,,n.,백신,The child got a vaccine today.,아이가 오늘 백신을 맞았어요.,normal,,,FALSE
vacuum,vacuum,,n.|v.,진공청소기 / 청소하다,She vacuums the floor every day.,그녀는 매일 바닥을 청소기로 청소해요.,normal,,,FALSE
vague,vague,,adj.,막연한 / 불분명한,His answer was very vague.,그의 대답은 매우 불분명했어요.,normal,,,FALSE
valid,valid,,adj.,유효한,My passport is still valid.,제 여권은 아직 유효해요.,normal,,,FALSE
vanish,vanish,,v.,사라지다,The cat vanished into the garden.,고양이가 정원으로 사라졌어요.,normal,,,FALSE
